ID,Producto/ID externo,Nombre,Se puede vender,Se puede comprar,detailed_type,Política de facturación,Unidad de medida/ID externo,Categoria de la unidad de medida (No Importar),Unidad de medida (No Importar),UdM de compra/ID externo,UdM de compra (No Importar),Categoría del producto/ID externo,seller_ids/id,Proveedores/Proveedor,Proveedores/Divisa,Proveedores/Cantidad,Proveedores/Plazo de entrega,Proveedores/Precio
__export__.product_template_papel_coteado_mate_350gr_72x102cm,__export__.product_product_papel_coteado_mate_350gr_72x102cm,Papel Coteado Mate 350gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_100_hojas,Paquete de 100 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_coteado_mate_350gr_72x102cm_sammel_sa_1,SAMMEL SA,USD,1,1,37.2700
__export__.product_template_papel_obra_57gr_72x92cm,__export__.product_product_papel_obra_57gr_72x92cm,Papel Obra 57gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_500_hojas,Paquete de 500 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_57gr_72x92cm_sammel_sa_1,SAMMEL SA,USD,1,1,24.0000
__export__.product_template_papel_obra_60gr_72x92cm,__export__.product_product_papel_obra_60gr_72x92cm,Papel Obra 60gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_500_hojas,Paquete de 500 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_60gr_72x92cm_copapsa_1,COPAPSA,USD,1,1,28.4000
__export__.product_template_papel_obra_60gr_82x118cm,__export__.product_product_papel_obra_60gr_82x118cm,Papel Obra 60gr. 82x118cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_500_hojas,Paquete de 500 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_60gr_82x118cm_copapsa_1,COPAPSA,USD,1,1,41.5000
__export__.product_template_papel_obra_60gr_72x102cm,__export__.product_product_papel_obra_60gr_72x102cm,Papel Obra 60gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_500_hojas,Paquete de 500 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_60gr_72x102cm_copapsa_1,COPAPSA,USD,1,1,31.5000
__export__.product_template_papel_obra_70gr_72x92cm,__export__.product_product_papel_obra_70gr_72x92cm,Papel Obra 70gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_70gr_72x92cm_copapsa_1,COPAPSA,USD,1,1,16.5750
__export__.product_template_papel_obra_70gr_82x118cm,__export__.product_product_papel_obra_70gr_82x118cm,Papel Obra 70gr. 82x118cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_70gr_82x118cm_copapsa_1,COPAPSA,USD,1,1,24.2250
__export__.product_template_papel_obra_70gr_72x102cm,__export__.product_product_papel_obra_70gr_72x102cm,Papel Obra 70gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_70gr_72x102cm_copapsa_1,COPAPSA,USD,1,1,18.3750
__export__.product_template_papel_obra_75gr_21x297cm,__export__.product_product_papel_obra_75gr_21x297cm,Papel Obra 75gr. 21x29.7cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_cajas_de_5_resmas_de_500_hojas,Cajas de 5 resmas de 500 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_75gr_21x297cm_copapsa_1,COPAPSA,USD,1,1,15.7500
__export__.product_template_papel_obra_75gr_297x42cm,__export__.product_product_papel_obra_75gr_297x42cm,Papel Obra 75gr. 29.7x42cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_cajas_de_5_resmas_de_500_hojas,Cajas de 5 resmas de 500 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_75gr_297x42cm_copapsa_1,COPAPSA,USD,1,1,31.5000
__export__.product_template_papel_obra_75gr_72x92cm,__export__.product_product_papel_obra_75gr_72x92cm,Papel Obra 75gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_75gr_72x92cm_copapsa_1,COPAPSA,USD,1,1,17.7500
,,,,,,,,,,,,,__export__.product_supplierinfo_papel_obra_75gr_72x92cm_copapsa_45,COPAPSA,USD,45,1,738.0000
__export__.product_template_papel_obra_75gr_72x102cm,__export__.product_product_papel_obra_75gr_72x102cm,Papel Obra 75gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_75gr_72x102cm_copapsa_1,COPAPSA,USD,1,1,19.7000
,,,,,,,,,,,,,__export__.product_supplierinfo_papel_obra_75gr_72x102cm_copapsa_45,COPAPSA,USD,45,1,824.6250
__export__.product_template_papel_obra_75gr_64x88cm,__export__.product_product_papel_obra_75gr_64x88cm,Papel Obra 75gr. 64x88cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_75gr_64x88cm_copapsa_1,COPAPSA,USD,1,1,15.1000
,,,,,,,,,,,,,__export__.product_supplierinfo_papel_obra_75gr_64x88cm_copapsa_45,COPAPSA,USD,45,1,627.7500
__export__.product_template_papel_obra_75gr_82x118cm,__export__.product_product_papel_obra_75gr_82x118cm,Papel Obra 75gr. 82x118cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_75gr_82x118cm_copapsa_1,COPAPSA,USD,1,1,25.9500
,,,,,,,,,,,,,__export__.product_supplierinfo_papel_obra_75gr_82x118cm_copapsa_45,COPAPSA,USD,45,1,1085.6250
__export__.product_template_papel_obra_80gr_21x297cm,__export__.product_product_papel_obra_80gr_21x297cm,Papel Obra 80gr. 21x29.7cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_cajas_de_5_resmas_de_500_hojas,Cajas de 5 resmas de 500 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_80gr_21x297cm_copapsa_1,COPAPSA,USD,1,1,17.0000
__export__.product_template_papel_obra_80gr_297x42cm,__export__.product_product_papel_obra_80gr_297x42cm,Papel Obra 80gr. 29.7x42cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_cajas_de_5_resmas_de_500_hojas,Cajas de 5 resmas de 500 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_80gr_297x42cm_copapsa_1,COPAPSA,USD,1,1,34.0000
__export__.product_template_papel_obra_80gr_64x88cm,__export__.product_product_papel_obra_80gr_64x88cm,Papel Obra 80gr. 64x88cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_80gr_64x88cm_copapsa_1,COPAPSA,USD,1,1,16.1000
,,,,,,,,,,,,,__export__.product_supplierinfo_papel_obra_80gr_64x88cm_copapsa_42,COPAPSA,USD,42,1,628.9500
__export__.product_template_papel_obra_80gr_72x92cm,__export__.product_product_papel_obra_80gr_72x92cm,Papel Obra 80gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_80gr_72x92cm_copapsa_1,COPAPSA,USD,1,1,18.9500
,,,,,,,,,,,,,__export__.product_supplierinfo_papel_obra_80gr_72x92cm_copapsa_42,COPAPSA,USD,42,1,740.2500
__export__.product_template_papel_obra_80gr_72x102cm,__export__.product_product_papel_obra_80gr_72x102cm,Papel Obra 80gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_80gr_72x102cm_copapsa_1,COPAPSA,USD,1,1,21.0000
,,,,,,,,,,,,,__export__.product_supplierinfo_papel_obra_80gr_72x102cm_copapsa_42,COPAPSA,USD,42,1,820.0500
__export__.product_template_papel_obra_80gr_82x118cm,__export__.product_product_papel_obra_80gr_82x118cm,Papel Obra 80gr. 82x118cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_80gr_82x118cm_copapsa_1,COPAPSA,USD,1,1,27.6750
,,,,,,,,,,,,,__export__.product_supplierinfo_papel_obra_80gr_82x118cm_copapsa_42,COPAPSA,USD,42,1,1081.5000
__export__.product_template_papel_obra_90gr_72x92cm,__export__.product_product_papel_obra_90gr_72x92cm,Papel Obra 90gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_90gr_72x92cm_copapsa_1,COPAPSA,USD,1,1,21.3250
__export__.product_template_papel_obra_90gr_72x102cm,__export__.product_product_papel_obra_90gr_72x102cm,Papel Obra 90gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_90gr_72x102cm_copapsa_1,COPAPSA,USD,1,1,23.6250
__export__.product_template_papel_obra_90gr_82x118cm,__export__.product_product_papel_obra_90gr_82x118cm,Papel Obra 90gr. 82x118cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_90gr_82x118cm_copapsa_1,COPAPSA,USD,1,1,31.1250
__export__.product_template_papel_obra_100gr_72x92cm,__export__.product_product_papel_obra_100gr_72x92cm,Papel Obra 100gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_100gr_72x92cm_copapsa_1,COPAPSA,USD,1,1,23.6750
__export__.product_template_papel_obra_100gr_72x102cm,__export__.product_product_papel_obra_100gr_72x102cm,Papel Obra 100gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_100gr_72x102cm_copapsa_1,COPAPSA,USD,1,1,26.2500
__export__.product_template_papel_obra_100gr_82x118cm,__export__.product_product_papel_obra_100gr_82x118cm,Papel Obra 100gr. 82x118cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_100gr_82x118cm_copapsa_1,COPAPSA,USD,1,1,34.6000
__export__.product_template_papel_obra_120gr_72x92cm,__export__.product_product_papel_obra_120gr_72x92cm,Papel Obra 120gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_120gr_72x92cm_copapsa_1,COPAPSA,USD,1,1,31.6000
__export__.product_template_papel_obra_120gr_70x100cm,__export__.product_product_papel_obra_120gr_70x100cm,Papel Obra 120gr. 70x100cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_120gr_70x100cm_copapsa_1,COPAPSA,USD,1,1,33.4000
__export__.product_template_papel_obra_120gr_72x102cm,__export__.product_product_papel_obra_120gr_72x102cm,Papel Obra 120gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_120gr_72x102cm_sammel_sa_1,SAMMEL SA,USD,1,1,29.9750
__export__.product_template_papel_obra_120gr_82x118cm,__export__.product_product_papel_obra_120gr_82x118cm,Papel Obra 120gr. 82x118cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_120gr_82x118cm_copapsa_1,COPAPSA,USD,1,1,46.1500
__export__.product_template_papel_obra_150gr_72x92cm,__export__.product_product_papel_obra_150gr_72x92cm,Papel Obra 150gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_150gr_72x92cm_copapsa_1,COPAPSA,USD,1,1,39.5000
__export__.product_template_papel_obra_150gr_72x102cm,__export__.product_product_papel_obra_150gr_72x102cm,Papel Obra 150gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_150gr_72x102cm_copapsa_1,COPAPSA,USD,1,1,43.8000
__export__.product_template_papel_obra_150gr_82x118cm,__export__.product_product_papel_obra_150gr_82x118cm,Papel Obra 150gr. 82x118cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_150gr_82x118cm_copapsa_1,COPAPSA,USD,1,1,57.7000
__export__.product_template_papel_obra_ficha_180gr_70x100cm,__export__.product_product_papel_obra_ficha_180gr_70x100cm,Papel Obra / Ficha 180gr. 70x100cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_125_hojas,Paquete de 125 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_ficha_180gr_70x100cm_copapsa_1,COPAPSA,USD,1,1,25.0375
__export__.product_template_papel_obra_ficha_180gr_72x102cm,__export__.product_product_papel_obra_ficha_180gr_72x102cm,Papel Obra / Ficha 180gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_125_hojas,Paquete de 125 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_ficha_180gr_72x102cm_copapsa_1,COPAPSA,USD,1,1,26.2750
__export__.product_template_papel_obra_ficha_180gr_82x118cm,__export__.product_product_papel_obra_ficha_180gr_82x118cm,Papel Obra / Ficha 180gr. 82x118cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_125_hojas,Paquete de 125 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_ficha_180gr_82x118cm_copapsa_1,COPAPSA,USD,1,1,34.6125
__export__.product_template_papel_obra_ficha_210gr_72x102cm,__export__.product_product_papel_obra_ficha_210gr_72x102cm,Papel Obra / Ficha 210gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_125_hojas,Paquete de 125 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_ficha_210gr_72x102cm_copapsa_1,COPAPSA,USD,1,1,30.6500
__export__.product_template_papel_obra_ficha_210gr_81x118cm,__export__.product_product_papel_obra_ficha_210gr_81x118cm,Papel Obra / Ficha 210gr. 81x118cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_125_hojas,Paquete de 125 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_ficha_210gr_81x118cm_copapsa_1,COPAPSA,USD,1,1,39.8875
__export__.product_template_papel_obra_ficha_240gr_70x100cm,__export__.product_product_papel_obra_ficha_240gr_70x100cm,Papel Obra / Ficha 240gr. 70x100cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_125_hojas,Paquete de 125 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_ficha_240gr_70x100cm_copapsa_1,COPAPSA,USD,1,1,33.3875
__export__.product_template_papel_obra_ficha_240gr_72x102cm,__export__.product_product_papel_obra_ficha_240gr_72x102cm,Papel Obra / Ficha 240gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_125_hojas,Paquete de 125 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_obra_ficha_240gr_72x102cm_copapsa_1,COPAPSA,USD,1,1,35.0250
__export__.product_template_papel_cartulina_cmpc_240gr_72x92cm,__export__.product_product_papel_cartulina_cmpc_240gr_72x92cm,Papel Cartulina CMPC 240gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_100_hojas,Paquete de 100 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_cartulina_cmpc_240gr_72x92cm_badinel_1,BADINEL,USD,1,1,27.8200
__export__.product_template_papel_cartulina_cmpc_240gr_72x102cm,__export__.product_product_papel_cartulina_cmpc_240gr_72x102cm,Papel Cartulina CMPC 240gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_100_hojas,Paquete de 100 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_cartulina_cmpc_240gr_72x102cm_badinel_1,BADINEL,USD,1,1,30.8400
__export__.product_template_papel_cartulina_cmpc_250gr_77x110cm,__export__.product_product_papel_cartulina_cmpc_250gr_77x110cm,Papel Cartulina CMPC 250gr. 77x110cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_100_hojas,Paquete de 100 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_cartulina_cmpc_250gr_77x110cm_badinel_1,BADINEL,USD,1,1,37.0600
__export__.product_template_papel_cartulina_cmpc_250gr_72x92cm,__export__.product_product_papel_cartulina_cmpc_250gr_72x92cm,Papel Cartulina CMPC 250gr. 72x92cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_100_hojas,Paquete de 100 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_cartulina_cmpc_250gr_72x92cm_badinel_1,BADINEL,USD,1,1,28.9800
__export__.product_template_papel_cartulina_cmpc_250gr_72x102cm,__export__.product_product_papel_cartulina_cmpc_250gr_72x102cm,Papel Cartulina CMPC 250gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_100_hojas,Paquete de 100 Hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_cartulina_cmpc_250gr_72x102cm_badinel_1,BADINEL,USD,1,1,32.1300
__export__.product_template_papel_ecocria_kraft_line_75gr_72x102cm,__export__.product_product_papel_ecocria_kraft_line_75gr_72x102cm,Papel Ecocria Kraft Line 75gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_ecocria_kraft_line_75gr_72x102cm_badinel_1,BADINEL,USD,1,1,26.8500
__export__.product_template_papel_ecocria_kraft_line_90gr_72x102cm,__export__.product_product_papel_ecocria_kraft_line_90gr_72x102cm,Papel Ecocria Kraft Line 90gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_250_hojas,Paquete de 250 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_ecocria_kraft_line_90gr_72x102cm_badinel_1,BADINEL,USD,1,1,32.2250
__export__.product_template_papel_ecocria_kraft_line_120gr_72x102cm,__export__.product_product_papel_ecocria_kraft_line_120gr_72x102cm,Papel Ecocria Kraft Line 120gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_125_hojas,Paquete de 125 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_ecocria_kraft_line_120gr_72x102cm_badinel_1,BADINEL,USD,1,1,21.4750
__export__.product_template_papel_ecocria_kraft_line_180gr_72x102cm,__export__.product_product_papel_ecocria_kraft_line_180gr_72x102cm,Papel Ecocria Kraft Line 180gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_125_hojas,Paquete de 125 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_ecocria_kraft_line_180gr_72x102cm_badinel_1,BADINEL,USD,1,1,32.2250
__export__.product_template_papel_ecocria_kraft_line_240gr_72x102cm,__export__.product_product_papel_ecocria_kraft_line_240gr_72x102cm,Papel Ecocria Kraft Line 240gr. 72x102cm,FALSE,TRUE,Almacenable,Cantidades pedidas,__export__.uom_uom_hojas_hoja,Hojas,Hoja,__export__.uom_uom_hojas_paquete_de_125_hojas,Paquete de 125 hojas,__export__.product_category_materia_prima_papel,__export__.product_supplierinfo_papel_ecocria_kraft_line_240gr_72x102cm_badinel_1,BADINEL,USD,1,1,42.9625
